주말에도 영업하나요?	토요일은 일곱시 반까지하고 일요일은 휴무입니다
반지 디자인이 너무 예뻐요	시리즈로 나온 거에요
목이 아파서 왔는데 약 없나요?	아무래도 염증이 동반된 감기인가봐요.
이걸로 하나주세요	프로포즈 꼭 성공하시길 바랍니다
아 그럼 오늘은 그냥 커트만 하고 싶습니다	제가 고객님 얼굴형에 맞춰 잘라드릴게요
이 옷 입어봐도 돼요?	가능합니다
1개월권을 끊을려고 하면 하루 체험을 해보고 그래하시는 분도 많죠?	많이 있습니다
두피 뿌리는 살리고 끝에는 약간 씨컬처럼 지금 머리 비슷하게 파마하려면 비용이 어떻게 되죠?	그러면 세팅 파마로 하시면 기본이 11만 원입니다
저거는 색상이 몇 개?	한 칼라 나와요
발도 편한가요?	이 제품들의 경우에는 쿠션감이 이런 것보다는 되게 편해요
헤어팩하시는 거 좋아하세요?	헤어팩 좋아해요
고려제약에서 나온 비타민제도 있어요?	고려제약 제품은 없습니다
여기 머리가 좀 상했는데 염색 돼요?	염색은 할 수 있는데 머리가 더 상해요
할인은 좀 안 해주고?	신상품은 세일 안해요
이 마크가 일본 그쪽 마크인가 봐?	아주 유명한 북유럽 브랜드 카피예요
얼마예요?	16000원이에요
그러시면 이 카디건은 어떠하실까요	깔끔해 보이네요
모피는 보통 옷 자르는 것보다 돈이 더 들어가요?	수선 정도에 따라 다르지만, 수선 비용은 십만 원 정도로 예상됩니다
옷 구경 좀 해도 될까요?	마음껏 보세요
요 옷 가격은 얼마정도 해요?	그 옷은 사만팔천원이고 현금결제하시면 사만원으로 할인해 드릴게요
이게 신축성이 있어서 괜찮을 것 같아요	따뜻하겠네요
수선이 될 수도 있고 안 될 수도 있어요?	옷에 따라 수선 가능 여부가 판단 됩니다
2주 해독 다이어트라는 제품은 뭐예요?	유기농 야채를 발효한 제품인데 잡곡밥에 섞어 드시면 독성 물질을 끌어냅니다
이런 거는 얼마예요?	그거는 신상품인데 세일해서 7만 5천 원까지 해드릴게요
마스크 두개랑 스프레이형 제품 하나랑 같이 주세요	만 오천원입니다
이런 거는 얼마 정도 해요?	이거는 가죽이라 10만 원 정도 합니다
이거 뭐 카피더라?	프라다요
이 제품은 얼마인가요?	이 제품은 77000원이에요
기름이 많으세요?	이 제품이 주름 미백 다 되고 보통 고객님 나이대에 많이 발라요
고객님 어떤 상품을 찾고 계신가요?	제 얼굴형에 어울리는 목걸이를 찾고있습니다
이거는 섀도우 아니에요?	섀도우 맞아요
카탈로그 있어요?	없어요
얼마까지 생각하셨는데요?	20만원이요
뿌리만 하면요?	뿌리만 하면 사만 오천 원에서 이십 프로 할인됩니다
불가리 향수는 얼마에요?	불가리 향수, 삼십 밀리에 십 일만 원이에요?
3월에 입어도 되겠어요 그죠?	꽃샘추위가 있어서 3월에 입어도 돼요
이거는 흠집 안 나겠네요?	이거는 흠집 별로 안 나요
좀 유분기 적은 건 없나요 제가 지성피부라서	이쪽에 수분크림은 쓰시면 좋아요
연청 말고 더 진한 색은 없나요?	진한 색은 품절 되었습니다
기운이 없으면 비타민제를 복용하면 되나요?	기운이 없으면 비타민제를 권해드리고 있고 가끔씩 너무 체력이 저하됐을 때는 피로회복제로 아미노산 성분 약도 권해드리구요
맡기면 며칠 정도 걸려요?	패딩 세탁은 3일 정도 소요됩니다
요즘 헤나 염색 난리던데 헤나 샴푸도 있네. 헤나 염색하고는 또 다르죠?	헤나 샴푸랑 헤나 염색하고는 달라요
블러셔 어디에 있나요?	앞쪽에 있어요
이거 얼마예요?	이만 육천 원이에요
사이즈가 어떻게 되죠?	좀 작은데요
숱을 쳐드릴까요?	해주세요
흰색 스니커즈으로 신어볼 수 있나요?	알겠습니다
색상은 이거 검은색밖에 없나요?	그거 하나만 나왔어요
처음 방문하시는 건가요?	방문한 적 있어요
이건 목 둘러서 앞으로 하는 거죠?	안에 넣어도 되구요
이만 원, 삼만 원, 사만 원 정도 드네?	수선 정도에 따라 다르지만, 수선 비용은 이만 원에서 사만 원 정도로 예상됩니다
여기 수선도 같이 하시는 거에요?	수선은 저희 집사람이 앞에서 옷수선을 하니까 받아가지고 그 쪽으로 보내줘요
현금으로 사면 좀 싸게 가능해요?	요즘은 현금 가격이나 카드 가격이나 같아요
정장 줄이는데 얼마쯤 해요?	직접 봐야 알 수 있는데 전체적으로 줄이시는 거면 사는 게 나아요
나중에 요 제품 큰 사이즈 재입고 되나요?	그 제품은 프리사이즈예요
이 상품 이번 디엠 행사로 20%  할인가로 구입 가능하신데요	저는 이 상품이 더 마음에 드는데요
저 까만색 크로스 가방은 얼마예요?	저 가방은, 육만 구천 원이에요
다른데 거는 또 얼만데요?	여기 거는 좀 비싸요
저희 제품 찾아보셨어요?	알아보고 왔어요
파마 가격은 얼마인가요?	기장에 따라 가격이 달라집니다.
이거는 가격대가 어느정도 돼요?	세일하면 이십구만원 입니다
이것도 사이즈가 있나요?	그거는 원 사이즈예요
학생이라도 조금은 있어야 되는 거 아니에요?	이 크림이 여드름 걱정없이 산뜻하게 보습을 해줘요
사장님 이 신발은 얼마에요?	이거는 2만 8천원이에요
보석 달린 검정색 운동화랑 이게 디자인은 똑같죠?	같아요
그럼 이걸로 하겠습니다	감사합니다
이거 미끄러질 거 같은데?	밑에 미끄럼 방지가 다 되어있어요
90사이즈 있나요?	입어보세요
그 사이즈는 남성용밖에 없는데 괜찮으신가요?	남녀공용 제품도 괜찮아요
현금하면 몇 프로 정도 할인해줘요?	현금 결제 시 7퍼센트 할인해드립니다
다이어트 약 병원에서 처방 받는거 한 10년 가까이 먹어도 상관 없어요?	체중이 어느정도 유지 됐으면 안 드시는 게 좋아요
오는 설 연휴 때 모두 닫으시나요?	연휴 마지막 날 정상 영업해요
흰색 스니커즈가 필요한데요	여기 요즘 가장 잘 나가는 모델입니다
운동화 세탁도 여기서 하세요?	운동화도 하고 다 여기서 합니다
여긴 언제까지 세일해요?	설까지 세일해요
촉촉하고 핑크빛이 예쁜 제품을 찾아요	이 립스틱 추천드려요
남자 고등학생 옷을 사려고요	요즘 고등학생이 많이 찾는 옷은 여기 있습니다
이 옷을 현금으로 구입하면 할인되나요?	그 옷을 현금으로 구입하시면 이천원 할인 해드려요
반지는 커플링으로 할 수 있는건 없을까요?	죄송하지만 남자 사이즈가 없어서 안될 것 같아요
지금 회원 가입이 가능한가요?	고객님 성함과 전화번호를 입력해주세요
얼마까지 있어요? 이삼만원에 끝나요?	좋은 제품들은 이만원이에요
밥 먹고 바로 먹으면 되나요?	30분 뒤에 드세요
얼마에요?	오십 프로 해서 십구만 구천원입니다
한 치수 큰 걸로 드릴까요?	이게 한 치수 큰 거예요
네 깨끗하게 해주세요	꼼꼼히 해드릴게요
립스틱 잘 나가는 거 가격대는 얼마 정도 하나요?	위의 것은 9500원이고, 밑의 것은 10500원이에요
이거 230 나와요?	이게 230 이예요
여기가 여기보다 좀 비싼 가요?	가격대가 다 섞여 있어요
영양까지 하실 건가요	염색만 하려고 하는데요
여기 새로 생긴 거지요?	7년 차예요
신어봐도 되나요	신고 아래에 거울로 확인하세요
긴 머리인데 파마 하는데 얼마나 걸려요?	한시간에서 두시간정도 걸려요
자켓은 드라이 얼마에요?	짧은 건 오천 원 육천 원씩 하죠
한 번 신어보세요	근데 바닥이 생각보다 쿠션감이 약하다
제작하는데 10일 정도 걸려요	그때 오겠습니다
왜 이래 비싸요 이거는?	이쁘고 에어도 많이 들어가 있고 무게가 가볍고요 신발 자체가 편안한 신발이에요
집에서 세탁하셨나요?	세탁소에서 세탁했어요
여기는 그러면 수거는 해줘요?	수거는하는데 멀리까지 안갑니다
내일 저녁까지 가능한가요?	혹시나 불가능할 경우 연락을 드리겠습니다
머릿결이 많이 상했는데 볼륨매직해도 될까요?	트리트먼트도 함께 하시면 괜찮을 거예요
샘플 좀 발라봐도 될까요?	테스터 발라보세요
이런 가방은 얼마나 해요?	그 가방은 소가죽 가방이 조금 비싸서, 이십 오만 원이에요
세탁은 어떻게 하나요?	물세탁 하셔도 됩니다
박카스도 하나 주세요	여기 있습니다
as는 언제 까지 무상 인가요?	1년 무상 지원하고 있습니다.
양복이 커서 소매랑 어깨 줄이려고하는데 얼마정도 드나요?	전체적으로 일 인치 줄이면 되는데 허리 만 원하고 소매가 이만 원 어깨가 오만 원입니다
네 고객님 피부타입이 어떻게 되시나요?	제 피부타입은 건성이에요
구김은 없겠다 그죠?	구김은 오래 앉으면 생기긴 하죠
귀걸이는 여기 있는 게 전부인가요?	전부입니다.
사장님, 여기 탈모 케어 서비스도 해요?	탈모 케어 가능합니다
영양제 끊으신 지는 얼마나 되셨죠?	지금도 영양제는 드시고 계시고 당뇨랑 혈압이 있어요
같이 하면 얼마 정도 하나요?	7만7천원이요
이게 어디 제품이에요?	그건 다나한에서 나온 거예요
흰색 같은 그런 거는 있나요?	흰색은 위에 있어요
이건 그냥 악세서리로 하는 거죠?	그렇죠
이 제품에 스킨 에센스 포함되어 있어요?	제품에 스킨, 에센스 포함되어 있고 양이 많아요, 두배예요.
개미 약 있나요?	뿌리는 것과 바르는 것 입습니다
이 신발이 더 편하다 그죠?	이런 신발이 편해요
머리를 길어서 파마 하려고 하는데요	곱슬기 많이 없으면 위에 매직 안 해도 밑에 웨이브만 해도 괜찮으세요
색상은 어떤 것이 있나요?	블랙 화이트 네이비 3가지 색상입니다
주차하려고 하면 어떻게 해야 돼요?	오늘은 주말이라 도로에 대도 됩니다
목걸이도 같이 포장해 주세요	알겠습니다
지금 머리 색깔에 하려면 무슨 색을 하면 돼요?	지금 흑갈색 하시면 괜찮아요
목아플때 뿌리는 약 있던데 있나요?	있습니다
얼마예요?	정가는 10만 9천 원이예요
앞머리는 이 정도면 될까요?	알겠습니다
요런 티는 가격이 얼마정도 해요?	이 티 원래 가격이 사만 오천 원데, 이만 오천 원에 세일하고 있어요
이 옷 사이즈는 어떻게 되나요?	그 옷 55, 66으로 나와요
이거 은침인가요?	이 제품은 은침은 아니에요
저 안에 박힌 건 루비에요?	루비에요
할인이 되나 싶어서요	매일 방문하시면 가능하지만, 주말만 방문하시면 할인 적용이 안 됩니다
여기 스팽글 달려 있는 옷 있어요?	핑크만 있어요
단발머리 하고 그정도면 괜찮은 것 같고, 휴일은 언제에요?	휴무일은 목요일입니다
이거는 얼마예요?	이거는 이만 구천원에 해드릴게요
이거 입어봐도 돼요?	입어보셔도 됩니다
사이즈가 좀 끼이는데 어떡해요?	양말 말고 덧버선 같은 거 신으면 괜찮아요
앞머리 너무 길지 않게 해주세요	눈썹보다 살짝 위로해드릴게요
발라볼 수 있어요?	발라볼 수 있는 테스트 제품은 없어요
30일 토, 일요일도 다 이용해서 십일만 원인가요?	맞습니다
두통약 있습니까?	.
신랑이 이번에 임플란트 치료하는데 잇몸에서 피나고 해서 영양제 좀 괜찮은거 있어요?	잇몸 영양제하고, 종합 비타민 같이 드릴게요
병원에서는 어떤걸 먹어도 효과가 없다고 하더라고요	조금 도움은 될 수 있는데 진행이 안 되도록 도와주는거죠
이런 거는 얼만데요?	이것은 48만 8천 원이에요
테스트용 크림이 있나요?	크림 여기 있어요
요 제품은 색깔이 뭐예요?	그 제품 색깔은 인디안 핑크예요
주로 어떤 색상이 잘 나가나요	봄이라 그런지 핑크나 노랑 계열이요
미백 들어간 게 세일하는 거예요?	주름 개선 제품만 세일 하는 거예요
육십 포에 이십오만원?	육십 포에 이십오만원이에요
제가 찾는 것은 가죽도 좋지만 인조가죽을 찾아요	찬찬히 둘러 보세요
아니요 추천해주세요	알겠습니다
이 디자인이 마음에 드는데 물이 잘 빠지지는 않나요?	물이 잘 빠지지는 않습니다
이 옷은 고등학생이 입어도 될까요?	그 체크남방 코트랑 같이 입으면 좋아요
이 잠바 검은색으로는 있어요?	이 잠바 검은색으로는 없어요
저희가 갖고 와야하죠?	직접 방문 하셔야 됩니다
베아제 있는데 이걸로 하시겠어요?	그럼 반하사심탕 드릴게요
블랙컬러도 보여주세요	가져다드리겠습니다
제 피부가 민감성인데 맞는 걸 추천해 주세요	이니스프리를 써보시죠
슬립온 스타일 사이즈는 몇 신으세요?	이백삼십오요
이 가방도 수납이 많이 되네요?	그 가방도 은근히 많이 들어가요
아이라이너 어느 쪽에 있나요?	이쪽으로 오세요
그럼 이 디자인 어떠세요?	오 이쁘네요
무스탕에 얼룩이 졌는데 지워질까요?	기름얼룩일 경우 드라이를 해도 안 지워질 수 있습니다
벤토나이트가 뭐예요?	머리카락을 덜 손상시키는 염색약 성분입니다
한번 신어볼게요	가져다 드릴게요
여기 저녁에는 몇 시까지 영업하나요?	평일에는 아침 9시부터 새벽 1시반까지하고 주말에는 아침 8시반부터 새벽 1시까지 영업해요
목은 안 아프세요?	목도 좀 아픈 것 같아요
요런 옷은 얼마예요?	그 옷은 삼만 이천 원이에요
요 미색 바지는 얼마예요?	그 미색 바지는 이만 구천 원이에요
이거는 배낭처럼 메면 되나요?	이렇게 들고 다니셔도 되고 아니면 이렇게 하셔도 돼요
패딩인데 안에 털 있고?	안에는 진짜 털 인조 털 섞여 있어요
가격이 어떻게 돼요?	한 달 분에 이만 원이요
여기 4층은 스터디카페인가요?	스터디카페 개념인데 여기는 다른데랑 다르게 자유롭게 앉고 싶은 자리 앉을 수 있고 자유로운 분위기에요
세팅 파마를 하는 게 더 낫지 않나요?	세팅 파마가 일반 파마 보다 손질하기 더 쉽고, 힘이 있는 편입니다
이게 숫자 적힌 게 사이즈입니까?	이거는 3번이니까 고객님에게 큰 거예요
소매가 조금 짧네요?	일부러 그렇게 만들었습니다
요거하고 요거는 어떻게 달라요? 요거는 한방 제품이고.	한방 다 들어간 거, 태반 들어간 거, 발효시킨 홍삼 들어간 거 있어요
양복 사러 왔는데, 제가 잘 몰라서 그런데 추천해주실 수 있나요 ?	요새는 이 두 모델이 제일 잘 나가요.
네 얼마인가요?	다 해서 8000원입니다
이거 가죽이에요?	가죽이면 7만 9천원이 나올 수가 없어요
색상은 어떤 걸로 하실 건데요?	지금 색깔
신발은 여기 있는 게 다예요?	성인이나 아동 다 있어요
케라틴은 얼마예요?	케라틴은 십이만원입니다
여기 몇 시까지 영업하세요 저녁에요?	저녁 8시까지 해요
악세사리 이거 알러지 안생기나요?	무알러지거든요 착용 한번 해보세요
그럼 화이트 주문 되나요?	주문하시면 3일정도 걸려요
내가 들만한 가방 좀 보여주세요	고르셔야해요
지금 세일 기간이에요?	지금 한시적으로 이것만 세일합니다
현금할인가가 어떻게 돼요?	현금결제하시면 10프로 할인 돼요
구두 소재는 뭐예요?	양가죽이이예요
여기는 금액은 얼마예요?	매직이 15만 원이고, 20% 할인 받으실 수 있습니다
이거 사이즈좀 보여주세요	잠시만 기다려 주세요
파마 얼마인가요?	기본 5만 원에 기장 추가 있습니다
네 손님 체인과 가죽 어느쪽으로 보세요?	체인으로 장지갑이 들어갈 만한 크기로 보고 있어요
염색은 얼마예요?	흰며리 염색하면 2만 8천 원입니다
AS는 다 되나요?	AS는 1년 무상이고 1년 지나면 유상 수리 가능하세요
지금 커트 되나요	조금 기다리셔야 합니다
머리 커트 가능한가요?	가능합니다
천으로 다 된 거는 좀 싼가요?	손잡이가 천으로 된 거는 손잡이는 저렴한데 기법 때문에 비싸요
허리 사이즈가 어떻게 되는데요?	허리 사이즈 안 알려주던데 제일 큰 거요
페이크 퍼도 따뜻하죠?	많이 따뜻해요
바지 기장 줄여주세요	바지 기장 줄여드릴게요
이건 어떤 보석 인가요?	일종의 조각 다이아예요
우리 딸 사줄 건데 신발 좀 편한 거	딸 사 드릴 거 추천해드릴게요
세탁을 너무 많이 하면 옷이 상하나요?	일반 옷은 세탁 바로 해주시는게 좋은데 모피나 밍크같은 것들은 자주하면 안 좋아요
치질은 왜 생겨요?	스트레스나 혈액순환잘 안되거나 변비 설사 때문입니다
이 옷들 전부 오천원인가요?	패딩만 만 오천 원, 만원이에요
기초라인으로 찾으시는 거예요?	진생 라인 잘 나가요
지금 세일행사 하나요?	천천히 구경해보세요
갱년기 증상은 어떻게 하면 나아지나요?	나이대가 있으시니까 제일 기본적으로 쓸 수 있는거는 갱년기 약이죠
토요일은 언제까지 하세요?	토요일은 일곱시까지 영업해요
휴게실도 있어요?	휴게실은 여기서 바깥 쪽에 있어요
블라우스 이 두 종류밖에 없어예?	이 옷은 일자 남방이고, 이 옷은 세일하는 봄 신상이에요
가방 이거 가격이 얼마에요?	이거는 비싸요 십오만 원이에요
헤나 염색하는데 얼마예요?	헤나는 한 봉지에 2만5천원이여서 5만원에서 7만원 되겠네요
20% 할인되는 거예요?	액세서리가 다 20%, 옷은 50%, 바깥에 이월은 70% 할인해요
이게 아이크림이에요?	아이크림이에요
지어온 약하고 같이 먹어도 상관 없어요?	그건 지은 약이 어떤 건지 모르니까 정확히 말씀드릴 수가 없어요
이 신발은 얼마에요?	이게 6만 9천원이에요
현금으로 하면 혹시 싸게 안 해주나요?	원래 클리닉은 35000원짜리거든요
스니커즈는 없어요?	지금은 없고 새 물건들이 내려와야 돼요
네 고객님이 입으시면 좀 달라붙는데 완전히 헐렁한 거 찾으세요?	헐렁한 거는 아니더라도 덜 달라붙는 거
가방은 요거는 얼마에요?	이것은 18000원입니다
이거 가죽이에요?	인조 가죽이에요
이거 가격은 어떻게 해요?	만 이천 원요
신학기 세일중인가요?	세일 상품은 이쪽입니다
40대 여성에게 어떤 옷이 어울릴까요?	보통 무늬가 많고 화려한 색감의 의복을 선호하십니다
립스틱도 지금 세일하나요?	세일 붙어있는 립스틱은 다 세일해요
색상은 이거 하나 뿐인가요?	이거 하나 뿐이에요.
순금으로 보여드릴까요?	18케이로
온도는 적당하게 맞춰 주죠?	최적의 온도로 해드립니다
주차는 어디 세워야 되나요?	미용실 앞에 주차하시면 돼요. 이쪽 편에 주차할 데 없으시면 푸르지오아파트 안에 대시면 돼요
얼만큼 큰데요?	한두 번 감으면 될 정도예요
에어쿠션, 커버되는 촉촉한 거 필요하세요?	그러면 이 에어쿠션 쓰시면 돼요
가방 어디에 문제가 있나요?	여기 가방 안에 이 주머니가 터져있습니다
이거 약은 아닌거에요?	약이라기 보다는 건강기능식품이에요
탈색하는 거는 머리가 많이 상하지 않나요?	많이 상하지만 탈색을 안하면 색이 잘 안나오니까요
가죽이에요?	여기 다 가죽이에요
이 세트의 귀걸이 목걸이는 단품으로도 판매하나요?	단품으로도 사실 수 있습니다
하루 하면 얼마 정도 하나요?	하루 오천 원입니다
요것도 할인이 되나요?	이십 프로 됩니다.
나이키 에어맥스2 흰색 사러 왔는데 있나요?	그상품은 품절이고, 에어맥스1은 있습니다.
사이즈는 얼마 입으시는데요?	어깨가 좁으셔 가지고 한 95정도인데 엉덩이가 커가지고
조끼는 어딨어요?	조끼, 저기 중앙에 있어요
골드말고 실버로 하고 싶은데 있나요?	실버로 보여드릴께요
가죽옷 긴 거 엉덩이 밑에 잘라서 리폼하는데 금액이 얼마쯤?	가죽옷 길이 수선은 삼만 원입니다
고 마사지크림은 가격대가?	이 마사지크림은 13000원이에요
이거는 뭐예요?	이건 완전 여드름 전용 제품이에요
여기 휴무는 언제예요?	휴무는 매주 화요일입니다
두 줄짜리 딱 붙은 거 이거 한 번 볼까요?	여기 있습니다
오징어 먹물로 하면 시간은 얼마나 걸려요?	한 시간 정도 소요됩니다
노트북 사이즈가 어떻게 되세요?	15인치예요
그러면 제가 한 번에 맡긴거 가지러 오면 되죠?	나중에 찾으러 오시면 됩니다
무스탕도 되고?	돼요
수선도 같이 하시나 봐요?	간단한 기장 수선을 같이 하고 있습니다
성분은 뭐로 되어 있나요 뭐 식물성 구체적으로 알 수 있나요?	성분이 따로 나와 있진 않아요. 대부분의 원료가 제주도산이라 인체에 유해한 성분은 사용하지 않았을 거예요
은반지는 어디에 있나요?	이 제품들이 은입니다
자정 라인 말고 다른 제품도 할인하나요?	신상품은 10프로 할인 들어가고 있어요
좀 둘러보겠습니다	천천히 둘러보시고 필요하신 게 있으시면 불러주세요
그러면 어깨까지 커트 먼저 하고 스트레이트파마 해주세요	잠시 의자에 앉아 기다려주세요
미백이랑 주름 개선 하려면 에센스 든 거를 써야 된다고요?	미백이랑 주름개선 하게 스킨겸용 에센스를 스킨으로 쓰시면 돼요
고객님 단발은 관리하기 힘드신데 파마하는 건 어떠세요?	제가 곱슬이라 파마하면 붕 떠서 안 이쁘게 되더라고요
오만 원 해가 고치면, 현대식으로 수선 해주나요?	현대식으로 수선해 드립니다
여기 차는 어디 주차해요?	뒤편 주차장에 세우시면 돼요
신발 세탁도 가능한가요?	신발 세탁 가능합니다
인공 눈물 살 수 있나요?	인공 눈물 있습니다
예쁜 악세서리가 많이 있네요	어제 새로 입고된 제품이 많아요
여기 약국에선 안팔아요?	정형외과 밑에 있는 약국을 가야 그런 종류를 팔아요
워킹화는 어디에 있어요?	저희는 워킹화는 아니고 러닝화 있어요
화장실은 어디 있나요?	여기 밖에 있어요
이 선크림은 예민한 피부에 바르는 거고	그 선크림은 예민한 피부용이에요
여기 적립은 되는 가요?	포인트 적립됩니다
여기 문 연지는 오래됐어요?	한 6개월 넘었어요
어르신 선물하시는 가방 찾으세요?	제가 들 가방 찾아요
할인이나 사은품 이벤트가 있나요?	회원님 중 5만원 이상 구매하신 고객님들께 화장품 샘플을 드리고 있어요
바지 기장 수선하는데 얼마에요?	수선 방법에 따라 다른데, 접어서 바느질 하면 삼천 원입니다
네 지금 해주세요	여기앉아주시고 조금만 기다려주세요
시간은 어느 정도 걸려요?	씨컬 파마는 2시간 정도 소요됩니다
약사님께서 괜찮다고 하시는게 어떤 걸 말하는거에요?	비타민 함량이 조금 더 높게 나온 비타민을 말씀드렸습니다
바지 입어보려고요	따라오세요
두꺼운거요?	얇은 거 말고
저 제품이 제일 잘 나가요?	신상인데다 저희 매장에도 2개 밖에 남지 않았어요
색이 빠진 건 복구하면 안 돼요?	복구 펌은 머릿결을 매끄럽게 하는 펌인데, 고객님은 다른 상황인것 같아요
요 옷은 할인율이 어떻게 돼요?	그 옷은 오십프로 세일 됐어요
머리 길이가 어느 정도인가요?	거의 허리까지 길었어요
좀 더 큰건 없나요?	아니면 이것도 많이 찾으시는 제품이에요
제일 고가가 32만원?	아뇨 더 비싼 거 있어요
등록하면 저기를 이용 할 수 있다는 거네요?	하다가 나와서 환기하고 싶을 때는 여기서 해요
판콜에스는 뭐예요?	판콜에스는 종합 감기약입니다
직장 주소는 바로 밑인데 그 쪽으로 와주세요	직장 주소로 수거하도록 하겠습니다
사장님 밍크 옷 수선되나요?	밍크 소재는 수선 안됩니다
삼성 페이로 해주세요	올려주세요
1인실도 있어요?	있긴 한데 다 찼습니다
이 용량이 130mL 예요?	큰 거 하시려면 155mL 도 있어요
양복을 어떻게 수선하실 건가요?	커서 줄일려고요
디자인 잘 어울리는데 어떠세요?	이것도 발이 편하고 괜찮네
루즈가 항상 내가 그렇더라고. 색상이 보면 이거잖아요. 근데 안에 색상이 이게 아니더라고	루즈 색상이랑 발색은 다를 수 있어요
봉투 필요하세요?	괜찮습니다
3개월 이상 오면?	그래요?
그럼 렌즈 착용하고 사용하기 좋은 제품으로 하나 주세요	그리고 눈이 많이 건조하시면 이 제품도 보조제로 한번 드셔보세요
물컵이 어디 있어요?	옆에 보시면 있어요
이 핑크색 모자는 애기들 꺼예요?	애기용입니다
조끼 밍크는 세탁비가 얼마정도 하나요?	밍크는 저희 안되는데요
여성분이 하실 거에요?	여자애에요
며칠분이에요?	많이 피곤하시면 두 달 동안 두 알씩 드시면 됩니다
허리 조이는 건 없네?	그거는 엘라인으로 입는 스타일이에요
언제쯤 들어와요? 빨간색 하니까, 너무 빨개가지고 별로더라고	약을 설 아래에 넣었기 때문에 좀 있어야 들어오지 싶은데요
끝자리 몇 번이었죠?	8637
18케이예요?	맞아요
이거 가격은 얼마인데예?	9만 300원이요
이 신발 혹시 270사이즈가 있나요?	있습니다
가격이 꽤 나가네요	회원 가입하시면 첫 시술은 20프로 할인해 드려요
직접 갖고 와야 해요?	직접 방문 하셔야 됩니다
사이즈가 어떻게 되세요?	저는 230
이 제품 코랄색도 있어요	한 번 발라볼게요
고객님 사이즈는 어떻게 되시나요?	250이요
아 그건 몇일간 걸려요?	그건 삼박사일 정도 걸려요
회색 이 제품은 얼마예요?	그 제품은 삼십 삼만 원이에요
스니커즈도 있나요?	스니커즈는 이쪽에 있어요
그럼 안살래요	알겠습니다
네 이건 어떻게 먹어요?	기침약은 하루 3번 소화제는 2번 먹어요
그러면 이 스타일이랑 비슷하게는 하되 손질하기 쉬운 스타일로 해드릴까요	그렇게 해주세요
이거도 검정색 하나뿐이에요?	검정 핑크 두 가지예요
여기는 화요일 휴무라고 돼 있네요?	화요일은 휴무입니다
이 크림은 할인 된 거예요?	그 크림은 할인이 안돼요
검은색 염색 가능한가요?	가능합니다
립스틱이 원 플러스 원하는 거예요?	립스틱, 원 플러스 원이에요. 고객님 쓰시기에는 이 라인이 제일 나으실 거예요
밑에 검은 거는?	이것들은 볼이 더 좁아요
혹시 옷 입어볼 수 있어요?	피팅룸에서 착용 가능해요
이건 얼마예요?	11000원이요
여기 혹시 성인 남자 바지도 판매하나요?	왼쪽에서 보시면 됩니다
중학생들 청소년 영양보충 같은 거 할만한 약 있나요?	추천 제품으로는 메가트로포커스가 괜찮고,아니면 청소년들 먹는 종합비타민도 있습니다
운동화 찾으세요?	아뇨
입어봐도 될까요?	피팅룸에서 입어보세요
세탁 끝나면 연락 주시나요?	세탁 완료하면 문자로 보내드려요
이거 바람화 가죽처럼 생긴 이거는 어떻게 해요 가격이?	그거는 4만 원이고 이런거는 3만 원이예요
요새는 어떤 색상의 섀도가 유행인가요?	살짝 펄이 들어간 버건디 색상의 섀도가 유행이에요
세팅하면 얼마에요?	다른데는 10만원 정도 하는데 정말 싸네요
아 그럼 이 색으로 한번 신어볼게요	잠시만 기다려주세요
네 누가 사용하실 건가요?	중학생 아이요
염색하는데는 요즘 얼마씩해요?	기본 3만원은 주셔야해요
관절이 안 좋은데 뭐가 좋나요?	관절이 안 좋으면 MSM이 더 좋습니다
피부가 어떤 타입이신가요?	요즘에 너무 건조해서 많이 촉촉했으면 좋겠어요
이거는 사이즈가 얼만데요?	35에요
검은색 옷은 얼마예요?	이 옷은 삼만 구천원인데, 현금할인가는 삼만 천원이에요
남자 정장 어깨하고 품하고 바지통 줄이는데 얼마에요?	어깨, 품, 바지통 수선하게 되시면 수선비 칠만 원입니다
제가 들만한 거 뭐 어떤 게 잘 나가요?	그럼 이 쪽에서 골라보세요. 조금 더 큰 사이즈들입니다
아이들 마스크 있나요?	미세먼지 마스크는 94퍼센트 제품이 제일 좋습니다
입어볼 수 있을까요?	3번 룸에서 입어보시면 됩니다.
색깔은 어떤 거 찾으세요?	그냥 보고 예쁜 거요
넉넉히 3시간 정도 잡아야겠네요?	저번에 해봤는데 시간이 많이 걸리더라고요
먹는 방법은 어떻게 돼요?	하루에 한 번 드시면 됩니다
혹시 사고 반품은 안되겠죠?	세일 기간이기 때문에 반품은 안되고 교환만 돼요
이게 다 손으로 누비신 거예요?	맞습니다
소재는 뭐죠?	핀 원단 아니라서 변질 없이 좋은거예요
제가 피부가 건성인데 이번에 새로 나온 파운데이션 괜찮을까요?	이번에 나온 파운데이션이 촉촉한 타입이라 건성이시면 더 만족하실 거예요
고등학생분들한테 이게 진짜 인기 좋거든요	다른데 한 번 보고 올게요
나이 드신 분 신을 건데 신발 편한 거는 얼마씩 해요?	신발은 맞추면 11만원 12만원 정도 해요
이건 무슨 옷이에요?	바지 레깅스 같은 거예요
카드로 결제 가능하죠?	가능합니다
현금영수증 할게요	번호 입력해주세요
이거는 다이아몬드예요? 빛나는 거?	다이아몬드인 것도 있고 아닌 것도 있습니다
사이즈 한 번 드려봐요?	한 번 둘러보고요
이게 그러면 끈 요게 조금 도금이다 그죠?	그렇죠
